@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lDisHandTip numeric
@attribute lDisHandThumb numeric
@attribute lDisTipThumb numeric
@attribute outputs-1 {0,1,2}

@data
8853,'2016/04/30 12:52:42:589',7,0.889426,0.947147,0.063396,1
8854,'2016/04/30 12:52:42:607',7,0.979299,1.001042,0.025144,1
8855,'2016/04/30 12:52:42:622',7,0.979299,1.001042,0.025144,1
8856,'2016/04/30 12:52:42:639',7,0.977485,1.002144,0.030955,1
8857,'2016/04/30 12:52:42:656',7,0.977485,1.002144,0.030955,1
8858,'2016/04/30 12:52:42:672',7,0.883307,0.943091,0.063067,1
8859,'2016/04/30 12:52:42:689',7,0.883307,0.943091,0.063067,1
8860,'2016/04/30 12:52:42:706',7,0.882813,0.946251,0.065151,1
8861,'2016/04/30 12:52:42:723',7,0.882813,0.946251,0.065151,1
8862,'2016/04/30 12:52:42:740',7,0.942314,0.994357,0.054959,1
8863,'2016/04/30 12:52:42:754',7,0.942314,0.994357,0.054959,1
8864,'2016/04/30 12:52:42:773',7,0.942314,0.994357,0.054959,1
8865,'2016/04/30 12:52:42:790',7,0.976617,1.003253,0.034541,1
8866,'2016/04/30 12:52:42:805',7,0.976617,1.003253,0.034541,1
8867,'2016/04/30 12:52:42:823',7,0.975438,1.001516,0.038006,1
8868,'2016/04/30 12:52:42:839',7,0.975438,1.001516,0.038006,1
8869,'2016/04/30 12:52:42:856',7,0.975981,1.002764,0.038651,1
8870,'2016/04/30 12:52:42:871',7,0.975981,1.002764,0.038651,1
8871,'2016/04/30 12:52:42:889',7,0.976079,1.00418,0.040287,1
8872,'2016/04/30 12:52:42:905',7,0.976079,1.00418,0.040287,1
8873,'2016/04/30 12:52:42:922',7,0.890753,0.917585,0.071027,1
8874,'2016/04/30 12:52:42:939',7,0.890753,0.917585,0.071027,1
8875,'2016/04/30 12:52:42:956',7,0.891128,0.918688,0.070578,1
8876,'2016/04/30 12:52:42:974',7,0.891128,0.918688,0.070578,1
8877,'2016/04/30 12:52:42:989',7,0.890735,0.918443,0.070845,1
8878,'2016/04/30 12:52:43:006',7,0.890735,0.918443,0.070845,1
8879,'2016/04/30 12:52:43:024',7,0.89073,0.918514,0.071088,1
8880,'2016/04/30 12:52:43:039',7,0.89073,0.918514,0.071088,1
8881,'2016/04/30 12:52:43:054',7,0.974534,1.001482,0.037416,1
8882,'2016/04/30 12:52:43:071',7,0.974534,1.001482,0.037416,1
8883,'2016/04/30 12:52:43:087',7,0.97401,0.995619,0.026703,1
8884,'2016/04/30 12:52:43:106',7,0.97401,0.995619,0.026703,1
8885,'2016/04/30 12:52:43:121',7,0.973712,1.000988,0.036401,1
8886,'2016/04/30 12:52:43:141',7,0.973712,1.000988,0.036401,1
8887,'2016/04/30 12:52:43:155',7,0.977274,1.002144,0.030862,1
8888,'2016/04/30 12:52:43:173',7,0.977274,1.002144,0.030862,1
8889,'2016/04/30 12:52:43:189',7,0.979936,1.003719,0.028098,1
8890,'2016/04/30 12:52:43:205',7,0.979936,1.003719,0.028098,1
8891,'2016/04/30 12:52:43:223',7,0.979762,1.003209,0.02813,1
8892,'2016/04/30 12:52:43:239',7,0.979762,1.003209,0.02813,1
8893,'2016/04/30 12:52:43:257',7,0.959336,1.011001,0.052654,1
8894,'2016/04/30 12:52:43:272',7,0.959336,1.011001,0.052654,1
8895,'2016/04/30 12:52:43:288',7,0.981697,1.004382,0.027104,1
8896,'2016/04/30 12:52:43:304',7,0.981697,1.004382,0.027104,1
8897,'2016/04/30 12:52:43:322',7,0.975658,0.996862,0.030533,1
8898,'2016/04/30 12:52:43:339',7,0.975658,0.996862,0.030533,1
8899,'2016/04/30 12:52:43:356',7,0.979201,1.001112,0.028463,1
8900,'2016/04/30 12:52:43:373',7,0.979201,1.001112,0.028463,1
8901,'2016/04/30 12:52:43:389',7,0.987153,1.013018,0.031104,1
8902,'2016/04/30 12:52:43:406',7,0.987153,1.013018,0.031104,1
8903,'2016/04/30 12:52:43:422',7,0.986394,1.009306,0.029112,1
8904,'2016/04/30 12:52:43:437',7,0.986394,1.009306,0.029112,1
8905,'2016/04/30 12:52:43:455',7,0.977837,0.999806,0.028383,1
8906,'2016/04/30 12:52:43:473',7,0.977837,0.999806,0.028383,1
8907,'2016/04/30 12:52:43:490',7,0.971602,0.998556,0.034105,1
8908,'2016/04/30 12:52:43:507',7,0.971602,0.998556,0.034105,1
8909,'2016/04/30 12:52:43:522',7,0.949689,1.002811,0.054409,1
8910,'2016/04/30 12:52:43:538',7,0.949689,1.002811,0.054409,1
8911,'2016/04/30 12:52:43:555',7,0.948658,1.000907,0.054522,1
8912,'2016/04/30 12:52:43:572',7,0.948658,1.000907,0.054522,1
8913,'2016/04/30 12:52:43:589',7,0.947604,0.998954,0.053879,1
8914,'2016/04/30 12:52:43:605',7,0.947604,0.998954,0.053879,1
8915,'2016/04/30 12:52:43:621',7,0.973308,0.997377,0.032341,1
8916,'2016/04/30 12:52:43:638',7,0.973308,0.997377,0.032341,1
8917,'2016/04/30 12:52:43:656',7,0.944717,0.995619,0.053439,1
8918,'2016/04/30 12:52:43:673',7,0.944717,0.995619,0.053439,1
8919,'2016/04/30 12:52:43:689',7,0.973958,0.9982,0.0282,1
8920,'2016/04/30 12:52:43:705',7,0.973958,0.9982,0.0282,1
8921,'2016/04/30 12:52:43:722',7,0.946969,0.998554,0.053536,1
8922,'2016/04/30 12:52:43:740',7,0.946969,0.998554,0.053536,1
8923,'2016/04/30 12:52:43:756',7,0.973117,0.999645,0.032,1
8924,'2016/04/30 12:52:43:771',7,0.973117,0.999645,0.032,1
8925,'2016/04/30 12:52:43:788',7,0.926836,0.99131,0.067812,1
8926,'2016/04/30 12:52:43:806',7,0.926836,0.99131,0.067812,1
8927,'2016/04/30 12:52:43:823',7,0.959192,0.999644,0.044572,1
8928,'2016/04/30 12:52:43:838',7,0.959192,0.999644,0.044572,1
8929,'2016/04/30 12:52:43:856',7,0.971476,0.992455,0.026771,1
8930,'2016/04/30 12:52:43:872',7,0.971476,0.992455,0.026771,1
8931,'2016/04/30 12:52:43:891',7,0.970824,0.991265,0.029551,1
8932,'2016/04/30 12:52:43:905',7,0.970824,0.991265,0.029551,1
8933,'2016/04/30 12:52:43:921',7,0.957051,1.002465,0.046923,1
8934,'2016/04/30 12:52:43:939',7,0.957051,1.002465,0.046923,1
8935,'2016/04/30 12:52:43:955',7,0.976398,1.001111,0.030626,1
8936,'2016/04/30 12:52:43:971',7,0.976398,1.001111,0.030626,1
8937,'2016/04/30 12:52:43:989',7,0.975179,1.001367,0.032492,1
8938,'2016/04/30 12:52:44:006',7,0.975179,1.001367,0.032492,1
8939,'2016/04/30 12:52:44:024',7,0.977691,1.00113,0.027535,1
8940,'2016/04/30 12:52:44:040',7,0.977691,1.00113,0.027535,1
8941,'2016/04/30 12:52:44:056',7,0.879958,0.943614,0.064315,1
8942,'2016/04/30 12:52:44:074',7,0.879958,0.943614,0.064315,1
8943,'2016/04/30 12:52:44:088',7,0.888318,0.94857,0.060535,1
8944,'2016/04/30 12:52:44:104',7,0.888318,0.94857,0.060535,1
8945,'2016/04/30 12:52:44:122',7,0.978031,1.005309,0.04091,1
8946,'2016/04/30 12:52:44:139',7,0.978031,1.005309,0.04091,1
8947,'2016/04/30 12:52:44:156',7,0.972334,0.999002,0.036438,1
8948,'2016/04/30 12:52:44:171',7,0.972334,0.999002,0.036438,1
8949,'2016/04/30 12:52:44:188',7,0.972334,0.999002,0.036438,1
8950,'2016/04/30 12:52:44:204',7,0.976363,1.001854,0.031348,1
8951,'2016/04/30 12:52:44:223',7,0.976363,1.001854,0.031348,1
8952,'2016/04/30 12:52:44:240',7,0.944106,0.997085,0.054644,1
8953,'2016/04/30 12:52:44:256',7,0.944106,0.997085,0.054644,1
8954,'2016/04/30 12:52:44:273',7,0.975348,1.001736,0.034769,1
8955,'2016/04/30 12:52:44:291',7,0.975348,1.001736,0.034769,1
8956,'2016/04/30 12:52:44:306',7,0.974805,1.000727,0.03507,1
8957,'2016/04/30 12:52:44:322',7,0.974805,1.000727,0.03507,1
8958,'2016/04/30 12:52:44:338',7,0.972822,0.999397,0.039552,1
8959,'2016/04/30 12:52:44:355',7,0.972822,0.999397,0.039552,1
8960,'2016/04/30 12:52:44:372',7,0.971563,0.997633,0.032361,1
8961,'2016/04/30 12:52:44:387',7,0.971563,0.997633,0.032361,1
8962,'2016/04/30 12:52:44:407',7,0.972291,0.994574,0.02946,1
8963,'2016/04/30 12:52:44:422',7,0.972291,0.994574,0.02946,1
8964,'2016/04/30 12:52:44:439',7,0.971792,0.997782,0.033078,1
8965,'2016/04/30 12:52:44:455',7,0.971792,0.997782,0.033078,1
8966,'2016/04/30 12:52:44:471',7,0.976087,0.998382,0.029637,1
8967,'2016/04/30 12:52:44:488',7,0.976087,0.998382,0.029637,1
8968,'2016/04/30 12:52:44:505',7,0.976087,0.998382,0.029637,1
8969,'2016/04/30 12:52:44:525',7,0.976087,0.998382,0.029637,1
8970,'2016/04/30 12:52:44:540',7,0.976087,0.998382,0.029637,1
8971,'2016/04/30 12:52:44:558',7,0.976087,0.998382,0.029637,1
8972,'2016/04/30 12:52:44:572',7,0.980284,1.00271,0.029697,1
8973,'2016/04/30 12:52:44:589',7,0.980284,1.003737,0.029709,1
8974,'2016/04/30 12:52:44:604',7,0.881017,0.942169,0.06193,1
8975,'2016/04/30 12:52:44:623',7,0.880563,0.941714,0.06193,1
8976,'2016/04/30 12:52:44:638',7,0.974842,0.999716,0.031184,1
8977,'2016/04/30 12:52:44:656',7,0.974842,0.999716,0.031184,1
8978,'2016/04/30 12:52:44:673',7,0.977048,0.999792,0.028156,1
8979,'2016/04/30 12:52:44:688',7,0.977241,1.002606,0.030449,1
8980,'2016/04/30 12:52:44:705',7,0.977241,1.002606,0.030449,1
8981,'2016/04/30 12:52:44:722',7,0.951805,1.000738,0.051163,1
8982,'2016/04/30 12:52:44:738',7,0.951805,1.000738,0.051163,1
8983,'2016/04/30 12:52:44:755',7,0.95029,0.998955,0.051459,1
8984,'2016/04/30 12:52:44:773',7,0.95029,0.998955,0.051459,1
8985,'2016/04/30 12:52:44:789',7,0.947473,0.997602,0.052646,1
8986,'2016/04/30 12:52:44:806',7,0.947473,0.997602,0.052646,1
8987,'2016/04/30 12:52:44:824',7,0.947521,0.999642,0.053548,1
8988,'2016/04/30 12:52:44:839',7,0.947521,0.999642,0.053548,1
8989,'2016/04/30 12:52:44:854',7,0.951069,0.999542,0.051214,1
8990,'2016/04/30 12:52:44:872',7,0.951069,0.999542,0.051214,1
8991,'2016/04/30 12:52:44:888',7,0.98809,1.012373,0.028162,1
8992,'2016/04/30 12:52:44:906',7,0.98809,1.012373,0.028162,1
8993,'2016/04/30 12:52:44:921',7,0.956237,1.001638,0.047806,1
8994,'2016/04/30 12:52:44:941',7,0.956237,1.001638,0.047806,1
8995,'2016/04/30 12:52:44:954',7,0.954193,1.004406,0.052441,1
8996,'2016/04/30 12:52:44:971',7,0.954193,1.004406,0.052441,1
8997,'2016/04/30 12:52:44:987',7,0.952866,0.999977,0.049475,1
8998,'2016/04/30 12:52:45:007',7,0.952866,0.999977,0.049475,1
8999,'2016/04/30 12:52:45:024',7,0.951828,1.004317,0.054666,1
9000,'2016/04/30 12:52:45:039',7,0.951828,1.004317,0.054666,1
9001,'2016/04/30 12:52:45:056',7,0.950061,1.001341,0.053082,1
9002,'2016/04/30 12:52:45:070',7,0.950061,1.001341,0.053082,1
9003,'2016/04/30 12:52:45:090',7,0.950185,1.000446,0.052659,1
9004,'2016/04/30 12:52:45:105',7,0.950185,1.000446,0.052659,1
9005,'2016/04/30 12:52:45:121',7,0.950357,1.001151,0.053001,1
9006,'2016/04/30 12:52:45:137',7,0.950357,1.001151,0.053001,1
9007,'2016/04/30 12:52:45:154',7,0.951259,0.998843,0.049742,1
9008,'2016/04/30 12:52:45:172',7,0.951259,0.998843,0.049742,1
9009,'2016/04/30 12:52:45:189',7,0.951259,0.998843,0.049742,1
9010,'2016/04/30 12:52:45:207',7,0.949656,1.000697,0.053553,1
9011,'2016/04/30 12:52:45:222',7,0.948249,1.001385,0.056344,1
9012,'2016/04/30 12:52:45:239',7,0.948249,1.001385,0.056344,1
9013,'2016/04/30 12:52:45:255',7,0.948249,1.001385,0.056344,1
9014,'2016/04/30 12:52:45:271',7,0.948957,1.001506,0.055633,1
9015,'2016/04/30 12:52:45:289',7,0.973557,0.999194,0.031506,1
9016,'2016/04/30 12:52:45:305',7,0.973557,0.999194,0.031506,1
9017,'2016/04/30 12:52:45:323',7,0.973557,0.999194,0.031506,1
9018,'2016/04/30 12:52:45:338',7,0.975265,1.000882,0.030815,1
9019,'2016/04/30 12:52:45:358',7,0.97598,1.000949,0.030966,1
9020,'2016/04/30 12:52:45:371',7,0.97598,1.000949,0.030966,1
9021,'2016/04/30 12:52:45:388',7,0.97598,1.000949,0.030966,1
9022,'2016/04/30 12:52:45:405',7,0.976962,1.000322,0.029671,1
9023,'2016/04/30 12:52:45:422',7,0.976962,1.000322,0.029671,1
9024,'2016/04/30 12:52:45:439',7,0.977316,1.000345,0.03025,1
9025,'2016/04/30 12:52:45:456',7,0.977316,1.000345,0.03025,1
9026,'2016/04/30 12:52:45:471',7,0.976611,1.000617,0.033071,1
9027,'2016/04/30 12:52:45:489',7,0.976611,1.000617,0.033071,1
9028,'2016/04/30 12:52:45:506',7,0.975807,0.999788,0.031805,1
9029,'2016/04/30 12:52:45:520',7,0.975807,0.999788,0.031805,1
9030,'2016/04/30 12:52:45:539',7,0.975572,0.999065,0.030207,1
9031,'2016/04/30 12:52:45:556',7,0.975572,0.999102,0.030952,1
9032,'2016/04/30 12:52:45:571',7,0.974628,0.998961,0.03112,1
9033,'2016/04/30 12:52:45:590',7,0.974628,0.99898,0.030841,1
9034,'2016/04/30 12:52:45:607',7,0.974012,0.998387,0.031775,1
9035,'2016/04/30 12:52:45:622',7,0.974012,0.998387,0.031775,1
9036,'2016/04/30 12:52:45:640',7,0.974159,0.998544,0.031775,1
9037,'2016/04/30 12:52:45:654',7,0.975099,0.997905,0.031771,1
9038,'2016/04/30 12:52:45:673',7,0.975099,0.997905,0.031771,1
9039,'2016/04/30 12:52:45:689',7,0.975099,0.997905,0.031771,1
9040,'2016/04/30 12:52:45:707',7,0.975099,0.997905,0.031771,1
9041,'2016/04/30 12:52:45:721',7,0.972334,0.99495,0.031771,1
9042,'2016/04/30 12:52:45:741',7,0.988106,1.013547,0.03006,1
9043,'2016/04/30 12:52:45:755',7,0.988106,1.013547,0.03006,1
9044,'2016/04/30 12:52:45:771',7,0.988106,1.013547,0.03006,1
9045,'2016/04/30 12:52:45:788',7,0.977291,1.00172,0.03006,1
9046,'2016/04/30 12:52:45:806',7,0.977291,1.00172,0.03006,1
9047,'2016/04/30 12:52:45:824',7,0.977291,1.00172,0.03006,1
9048,'2016/04/30 12:52:45:838',7,0.976796,1.005688,0.035838,1
9049,'2016/04/30 12:52:45:858',7,0.976796,1.005688,0.035838,1
9050,'2016/04/30 12:52:45:877',7,0.978623,1.006347,0.041129,1
9051,'2016/04/30 12:52:45:894',7,0.978623,1.006347,0.041129,1
9052,'2016/04/30 12:52:45:911',7,0.977357,1.006176,0.040168,1
9053,'2016/04/30 12:52:45:927',7,0.978061,1.007207,0.038932,1
9054,'2016/04/30 12:52:45:945',7,0.977264,1.007424,0.038322,1
9055,'2016/04/30 12:52:45:963',7,0.975895,1.005318,0.036676,1
9056,'2016/04/30 12:52:45:978',7,0.975895,1.005366,0.037346,1
9057,'2016/04/30 12:52:45:996',7,0.975972,1.003809,0.040349,1
9058,'2016/04/30 12:52:46:012',7,0.976968,1.005883,0.037854,1
9059,'2016/04/30 12:52:46:030',7,0.975567,1.004772,0.0386,1
9060,'2016/04/30 12:52:46:047',7,0.975577,1.003013,0.035629,1
9061,'2016/04/30 12:52:46:061',7,0.975577,1.003013,0.035629,1
9062,'2016/04/30 12:52:46:079',7,0.974739,1.003519,0.04087,1
9063,'2016/04/30 12:52:46:093',7,0.97459,1.003378,0.04087,1
9064,'2016/04/30 12:52:46:113',7,0.93396,0.998855,0.067125,1
9065,'2016/04/30 12:52:46:128',7,0.930713,0.998571,0.070293,1
9066,'2016/04/30 12:52:46:146',7,0.930713,0.997476,0.06986,1
9067,'2016/04/30 12:52:46:161',7,0.928632,0.996526,0.070843,1
9068,'2016/04/30 12:52:46:179',7,0.928632,0.99777,0.072188,1
9069,'2016/04/30 12:52:46:194',7,0.928632,0.99777,0.072188,1
9070,'2016/04/30 12:52:46:211',7,0.964367,1.001759,0.041526,1
9071,'2016/04/30 12:52:46:226',7,0.976384,1.015165,0.041526,1
9072,'2016/04/30 12:52:46:246',7,0.939281,1.008506,0.07152,1
9073,'2016/04/30 12:52:46:260',7,0.927559,0.995957,0.07152,1
9074,'2016/04/30 12:52:46:280',7,0.965454,1.00225,0.041809,1
9075,'2016/04/30 12:52:46:294',7,0.963467,1.001884,0.043192,1
9076,'2016/04/30 12:52:46:313',7,0.963467,1.003233,0.04386,1
9077,'2016/04/30 12:52:46:329',7,0.972885,1.013683,0.043699,1
9078,'2016/04/30 12:52:46:344',7,0.972885,1.013022,0.042493,1
9079,'2016/04/30 12:52:46:363',7,0.965262,1.004446,0.042493,1
9080,'2016/04/30 12:52:46:378',7,0.965267,1.00256,0.041772,1
9081,'2016/04/30 12:52:46:396',7,0.964961,1.001745,0.041701,1
9082,'2016/04/30 12:52:46:412',7,0.964961,1.001745,0.041701,1
9083,'2016/04/30 12:52:46:430',7,0.972863,1.010849,0.041701,1
9084,'2016/04/30 12:52:46:444',7,0.972243,1.010978,0.041984,1
9085,'2016/04/30 12:52:46:461',7,0.972749,1.0115,0.041984,1
9086,'2016/04/30 12:52:46:477',7,0.97175,1.012006,0.04286,1
9087,'2016/04/30 12:52:46:496',7,0.948523,1.002046,0.056411,1
9088,'2016/04/30 12:52:46:513',7,0.948523,1.000932,0.054122,1
9089,'2016/04/30 12:52:46:527',7,0.948523,1.000932,0.054122,1
9090,'2016/04/30 12:52:46:547',7,0.948117,0.999962,0.053467,1
9091,'2016/04/30 12:52:46:561',7,0.948117,1.000003,0.05379,1
9092,'2016/04/30 12:52:46:578',7,0.953119,1.007716,0.05523,1
9093,'2016/04/30 12:52:46:594',7,0.953119,1.007716,0.05523,1
9094,'2016/04/30 12:52:46:613',7,0.954234,1.009285,0.056047,1
9095,'2016/04/30 12:52:46:629',7,0.954234,1.009285,0.056047,1
9096,'2016/04/30 12:52:46:645',7,0.950932,1.005771,0.056085,1
9097,'2016/04/30 12:52:46:662',7,0.951989,1.003186,0.053453,1
9098,'2016/04/30 12:52:46:678',7,0.948687,0.999863,0.053453,1
9099,'2016/04/30 12:52:46:697',7,0.979655,1.000418,0.025389,1
9100,'2016/04/30 12:52:46:712',7,0.979655,1.000418,0.025389,1
9101,'2016/04/30 12:52:46:728',7,0.979655,1.000823,0.025583,1
9102,'2016/04/30 12:52:46:744',7,0.979655,1.000823,0.025583,1
9103,'2016/04/30 12:52:46:762',7,0.979655,1.002805,0.027482,1
9104,'2016/04/30 12:52:46:777',7,0.979655,1.002805,0.027482,1
9105,'2016/04/30 12:52:46:797',7,0.980149,1.004386,0.029755,1
9106,'2016/04/30 12:52:46:813',7,0.980149,1.004386,0.029755,1
9107,'2016/04/30 12:52:46:826',7,0.981121,1.003694,0.028906,1
9108,'2016/04/30 12:52:46:846',7,0.982084,1.005707,0.028603,1
9109,'2016/04/30 12:52:46:861',7,0.982084,1.005707,0.028603,1
9110,'2016/04/30 12:52:46:877',7,0.982036,1.007686,0.028764,1
9111,'2016/04/30 12:52:46:896',7,0.993519,1.020057,0.028782,1
9112,'2016/04/30 12:52:46:910',7,0.993529,1.018409,0.028353,1
9113,'2016/04/30 12:52:46:927',7,0.983324,1.00555,0.027578,1
9114,'2016/04/30 12:52:46:945',7,0.983324,1.005615,0.029,1
9115,'2016/04/30 12:52:46:963',7,0.983692,1.005105,0.026711,1
9116,'2016/04/30 12:52:46:978',7,0.983419,1.006073,0.029109,1
9117,'2016/04/30 12:52:46:994',7,0.983419,1.006073,0.029109,1
9118,'2016/04/30 12:52:47:011',7,0.983462,1.006118,0.029109,1
9119,'2016/04/30 12:52:47:027',7,0.983623,1.00678,0.028704,1
9120,'2016/04/30 12:52:47:046',7,0.983623,1.00678,0.028704,1
9121,'2016/04/30 12:52:47:063',7,0.983856,1.008391,0.029601,1
9122,'2016/04/30 12:52:47:077',7,0.989063,1.013564,0.029601,1
9123,'2016/04/30 12:52:47:095',7,0.989402,1.012852,0.026112,1
9124,'2016/04/30 12:52:47:113',7,0.987857,1.013824,0.029341,1
9125,'2016/04/30 12:52:47:130',7,0.987857,1.013824,0.029341,1
9126,'2016/04/30 12:52:47:145',7,0.992998,1.020155,0.029221,1
9127,'2016/04/30 12:52:47:161',7,0.992998,1.020155,0.029221,1
9128,'2016/04/30 12:52:47:179',7,0.992998,1.020155,0.029221,1
9129,'2016/04/30 12:52:47:196',7,0.992998,1.020155,0.029221,1
9130,'2016/04/30 12:52:47:212',7,0.992998,1.020155,0.029221,1
9131,'2016/04/30 12:52:47:228',7,0.992998,1.020155,0.029221,1
9132,'2016/04/30 12:52:47:244',7,0.992998,1.020155,0.029221,1
9133,'2016/04/30 12:52:47:261',7,0.992998,1.020155,0.029221,1
9134,'2016/04/30 12:52:47:278',7,0.992998,1.020155,0.029221,1
9135,'2016/04/30 12:52:47:295',7,0.992998,1.020155,0.029221,1
9136,'2016/04/30 12:52:47:312',7,0.992998,1.019315,0.028766,1
9137,'2016/04/30 12:52:47:328',7,0.992918,1.01924,0.028766,1
9138,'2016/04/30 12:52:47:347',7,0.99292,1.019243,0.028766,1
9139,'2016/04/30 12:52:47:361',7,0.996259,1.022432,0.028766,1
9140,'2016/04/30 12:52:47:378',7,0.954614,1.003236,0.051432,1
9141,'2016/04/30 12:52:47:396',7,0.954447,1.002738,0.051234,1
9142,'2016/04/30 12:52:47:412',7,0.954447,1.002432,0.051066,1
9143,'2016/04/30 12:52:47:427',7,0.954372,1.00308,0.050823,1
9144,'2016/04/30 12:52:47:445',7,0.954011,1.00162,0.049691,1
9145,'2016/04/30 12:52:47:463',7,0.954194,1.002538,0.050598,1
9146,'2016/04/30 12:52:47:480',7,0.953914,1.002782,0.051138,1
9147,'2016/04/30 12:52:47:495',7,0.953914,1.001324,0.049745,1
9148,'2016/04/30 12:52:47:512',7,0.956884,1.004951,0.050217,1
9149,'2016/04/30 12:52:47:531',7,0.955367,1.003277,0.050217,1
9150,'2016/04/30 12:52:47:546',7,0.954857,1.003501,0.05081,1
9151,'2016/04/30 12:52:47:561',7,0.954857,1.003501,0.05081,1
9152,'2016/04/30 12:52:47:577',7,0.960712,1.011084,0.051316,1
9153,'2016/04/30 12:52:47:594',7,0.960712,1.011084,0.051316,1
9154,'2016/04/30 12:52:47:613',7,0.960712,1.011084,0.051316,1
9155,'2016/04/30 12:52:47:629',7,0.960712,1.011084,0.051316,1
9156,'2016/04/30 12:52:47:644',7,0.960712,1.011084,0.051316,1
9157,'2016/04/30 12:52:47:663',7,0.953674,1.004719,0.052558,1
9158,'2016/04/30 12:52:47:678',7,0.95346,1.004727,0.052528,1
9159,'2016/04/30 12:52:47:697',7,0.952581,1.004448,0.053188,1
9160,'2016/04/30 12:52:47:712',7,0.950202,1.003237,0.054573,1
9161,'2016/04/30 12:52:47:728',7,0.950202,1.003237,0.054573,1
9162,'2016/04/30 12:52:47:745',7,0.950202,1.001505,0.053456,1
9163,'2016/04/30 12:52:47:761',7,0.95016,0.999689,0.051902,1
9164,'2016/04/30 12:52:47:778',7,0.950642,0.999658,0.051454,1
9165,'2016/04/30 12:52:47:797',7,0.950643,1.001033,0.052134,1
9166,'2016/04/30 12:52:47:812',7,0.949596,1.001702,0.054401,1
9167,'2016/04/30 12:52:47:828',7,0.945231,0.997245,0.054401,1
9168,'2016/04/30 12:52:47:847',7,0.957355,1.01039,0.054251,1
9169,'2016/04/30 12:52:47:861',7,0.957355,1.01039,0.054251,1
9170,'2016/04/30 12:52:47:879',7,0.957355,1.01039,0.054251,1
9171,'2016/04/30 12:52:47:894',7,0.948091,0.999713,0.054056,1
9172,'2016/04/30 12:52:47:912',7,0.948091,0.999692,0.053865,1
9173,'2016/04/30 12:52:47:928',7,0.947788,0.997028,0.051572,1
9174,'2016/04/30 12:52:47:945',7,0.947788,0.997028,0.051572,1
9175,'2016/04/30 12:52:47:961',7,0.947788,0.997028,0.051572,1
9176,'2016/04/30 12:52:47:979',7,0.947788,0.997028,0.051572,1
9177,'2016/04/30 12:52:47:997',7,0.947771,0.997451,0.052275,1
9178,'2016/04/30 12:52:48:011',7,0.947771,0.997451,0.052275,1
9179,'2016/04/30 12:52:48:028',7,0.947754,0.997435,0.052275,1
9180,'2016/04/30 12:52:48:046',7,0.948068,0.997435,0.051866,1
9181,'2016/04/30 12:52:48:061',7,0.948068,0.999269,0.053414,1
9182,'2016/04/30 12:52:48:080',7,0.948014,0.999212,0.053414,1
9183,'2016/04/30 12:52:48:095',7,0.947771,0.9997,0.054656,1
9184,'2016/04/30 12:52:48:111',7,0.941857,0.995775,0.055819,1
9185,'2016/04/30 12:52:48:128',7,0.968543,0.996208,0.033726,1
9186,'2016/04/30 12:52:48:144',7,0.969318,0.997146,0.03485,1
9187,'2016/04/30 12:52:48:162',7,0.942836,0.997795,0.057326,1
9188,'2016/04/30 12:52:48:177',7,0.945395,1.004765,0.061459,1
9189,'2016/04/30 12:52:48:196',7,0.945395,1.004765,0.061459,1
9190,'2016/04/30 12:52:48:211',7,0.945175,0.999878,0.056524,1
9191,'2016/04/30 12:52:48:229',7,0.945175,0.999878,0.056524,1
9192,'2016/04/30 12:52:48:245',7,0.945781,1.000586,0.056052,1
9193,'2016/04/30 12:52:48:261',7,0.945781,1.000586,0.056052,1
9194,'2016/04/30 12:52:48:280',7,0.945481,1.002937,0.058503,1
9195,'2016/04/30 12:52:48:294',7,0.945481,1.002937,0.058503,1
9196,'2016/04/30 12:52:48:313',7,0.950689,1.007553,0.057824,1
9197,'2016/04/30 12:52:48:329',7,0.950689,1.007553,0.057824,1
9198,'2016/04/30 12:52:48:345',7,0.948447,1.00616,0.058321,1
9199,'2016/04/30 12:52:48:364',7,0.948447,1.00616,0.058321,1
9200,'2016/04/30 12:52:48:378',7,0.949046,0.999877,0.053481,1
9201,'2016/04/30 12:52:48:395',7,0.949046,0.999877,0.053481,1
9202,'2016/04/30 12:52:48:412',7,0.955358,1.008619,0.054491,1
9203,'2016/04/30 12:52:48:429',7,0.955358,1.008619,0.054491,1
9204,'2016/04/30 12:52:48:444',7,0.955358,1.008619,0.054491,1
9205,'2016/04/30 12:52:48:462',7,0.946182,0.998586,0.054822,1
9206,'2016/04/30 12:52:48:477',7,0.955117,1.007985,0.054129,1
9207,'2016/04/30 12:52:48:496',7,0.955117,1.007985,0.054129,1
9208,'2016/04/30 12:52:48:511',7,0.945523,0.997635,0.054576,1
9209,'2016/04/30 12:52:48:529',7,0.945523,0.997635,0.054576,1
9210,'2016/04/30 12:52:48:545',7,0.956135,1.009149,0.054772,1
9211,'2016/04/30 12:52:48:562',7,0.956135,1.009149,0.054772,1
9212,'2016/04/30 12:52:48:578',7,0.947054,1.000847,0.055717,1
9213,'2016/04/30 12:52:48:596',7,0.947054,1.000847,0.055717,1
9214,'2016/04/30 12:52:48:612',7,0.947024,0.999604,0.054794,1
9215,'2016/04/30 12:52:48:630',7,0.947024,0.999604,0.054794,1
9216,'2016/04/30 12:52:48:644',7,0.946872,1.000449,0.055792,1
9217,'2016/04/30 12:52:48:661',7,0.946872,1.000449,0.055792,1
